,hora,temperatura,Punto de rocio,Humedad,viento,nudos de viento,Rafaga,Presion,Precipitacion,Condicion,fecha
216,7:00 AM,55 °F,45 °F,67 %,VAR,2 mph,0 mph,21.73 in,0.0 in,Mostly Cloudy,2020-05-02
217,8:00 AM,55 °F,45 °F,67 %,VAR,2 mph,0 mph,21.75 in,0.0 in,Cloudy,2020-05-02
218,9:00 AM,59 °F,45 °F,59 %,VAR,2 mph,0 mph,21.75 in,0.0 in,Cloudy,2020-05-02
219,10:00 AM,63 °F,46 °F,55 %,NE,7 mph,0 mph,21.75 in,0.0 in,Mostly Cloudy,2020-05-02
220,11:00 AM,64 °F,45 °F,49 %,NNW,6 mph,0 mph,21.73 in,0.0 in,Mostly Cloudy,2020-05-02
221,12:00 PM,64 °F,45 °F,49 %,VAR,2 mph,0 mph,21.73 in,0.0 in,Cloudy,2020-05-02
222,1:00 PM,66 °F,46 °F,49 %,VAR,5 mph,0 mph,21.71 in,0.0 in,Showers in the Vicinity,2020-05-02
223,7:00 AM,55 °F,54 °F,94 %,CALM,0 mph,0 mph,21.73 in,0.0 in,Patches of Fog,2020-05-09
224,8:00 AM,57 °F,54 °F,88 %,CALM,0 mph,0 mph,21.73 in,0.0 in,Partly Cloudy,2020-05-09
225,9:00 AM,61 °F,54 °F,77 %,VAR,2 mph,0 mph,21.73 in,0.0 in,Fair,2020-05-09
226,10:00 AM,64 °F,50 °F,59 %,VAR,5 mph,0 mph,21.73 in,0.0 in,Fair,2020-05-09
227,11:00 AM,68 °F,50 °F,52 %,VAR,2 mph,0 mph,21.71 in,0.0 in,Fair,2020-05-09
228,12:00 PM,70 °F,46 °F,43 %,VAR,5 mph,0 mph,21.67 in,0.0 in,Fair,2020-05-09
229,1:00 PM,72 °F,43 °F,35 %,VAR,2 mph,0 mph,21.65 in,0.0 in,Fair,2020-05-09
230,7:00 AM,55 °F,39 °F,54 %,VAR,2 mph,0 mph,21.69 in,0.0 in,Fair,2020-05-16
231,8:00 AM,59 °F,39 °F,48 %,VAR,1 mph,0 mph,21.71 in,0.0 in,Fair,2020-05-16
232,9:00 AM,61 °F,39 °F,45 %,NE,3 mph,0 mph,21.71 in,0.0 in,Fair,2020-05-16
233,10:00 AM,64 °F,41 °F,42 %,VAR,3 mph,0 mph,21.71 in,0.0 in,Partly Cloudy,2020-05-16
234,11:00 AM,68 °F,41 °F,37 %,VAR,5 mph,0 mph,21.69 in,0.0 in,Partly Cloudy,2020-05-16
235,12:00 PM,70 °F,43 °F,38 %,NE,7 mph,0 mph,21.67 in,0.0 in,Partly Cloudy,2020-05-16
236,1:00 PM,70 °F,41 °F,35 %,NE,6 mph,0 mph,21.65 in,0.0 in,Mostly Cloudy,2020-05-16
237,7:00 AM,55 °F,43 °F,63 %,VAR,2 mph,0 mph,21.73 in,0.0 in,Mostly Cloudy,2020-05-23
238,8:00 AM,59 °F,45 °F,59 %,VAR,1 mph,0 mph,21.75 in,0.0 in,Partly Cloudy,2020-05-23
239,9:00 AM,63 °F,45 °F,52 %,VAR,2 mph,0 mph,21.75 in,0.0 in,Fair,2020-05-23
240,10:00 AM,66 °F,46 °F,49 %,VAR,3 mph,0 mph,21.73 in,0.0 in,Fair,2020-05-23
241,11:00 AM,68 °F,45 °F,43 %,VAR,5 mph,0 mph,21.71 in,0.0 in,Fair,2020-05-23
242,12:00 PM,72 °F,43 °F,35 %,VAR,1 mph,0 mph,21.69 in,0.0 in,Fair,2020-05-23
243,1:00 PM,73 °F,41 °F,31 %,ENE,7 mph,0 mph,21.65 in,0.0 in,Fair,2020-05-23
244,7:00 AM,46 °F,25 °F,43 %,CALM,0 mph,0 mph,21.69 in,0.0 in,Fair,2020-05-30
245,8:00 AM,50 °F,25 °F,37 %,NNE,5 mph,0 mph,21.71 in,0.0 in,Fair,2020-05-30
246,9:00 AM,57 °F,25 °F,29 %,VAR,1 mph,0 mph,21.71 in,0.0 in,Fair,2020-05-30
247,10:00 AM,61 °F,27 °F,27 %,NE,3 mph,0 mph,21.71 in,0.0 in,Fair,2020-05-30
248,11:00 AM,64 °F,27 °F,24 %,VAR,3 mph,0 mph,21.69 in,0.0 in,Fair,2020-05-30
249,12:00 PM,68 °F,25 °F,20 %,VAR,3 mph,0 mph,21.65 in,0.0 in,Fair,2020-05-30
250,1:00 PM,70 °F,23 °F,17 %,VAR,5 mph,0 mph,21.63 in,0.0 in,Fair,2020-05-30
251,7:00 AM,55 °F,46 °F,72 %,NW,3 mph,0 mph,21.71 in,0.0 in,Mostly Cloudy,2020-06-06
252,8:00 AM,57 °F,45 °F,63 %,N,5 mph,0 mph,21.73 in,0.0 in,Cloudy,2020-06-06
253,9:00 AM,59 °F,46 °F,63 %,NE,3 mph,0 mph,21.75 in,0.0 in,Cloudy,2020-06-06
254,10:00 AM,63 °F,46 °F,55 %,VAR,2 mph,0 mph,21.73 in,0.0 in,Mostly Cloudy,2020-06-06
255,11:00 AM,64 °F,45 °F,49 %,VAR,1 mph,0 mph,21.73 in,0.0 in,Mostly Cloudy,2020-06-06
256,12:00 PM,63 °F,46 °F,55 %,N,5 mph,0 mph,21.73 in,0.0 in,Mostly Cloudy,2020-06-06
257,1:00 PM,68 °F,43 °F,40 %,N,6 mph,0 mph,21.71 in,0.0 in,Mostly Cloudy,2020-06-06
258,2:00 PM,68 °F,43 °F,40 %,VAR,5 mph,0 mph,21.67 in,0.0 in,Partly Cloudy,2020-06-06
259,7:00 AM,54 °F,39 °F,58 %,VAR,2 mph,0 mph,21.65 in,0.0 in,Fair,2020-06-13
260,8:00 AM,59 °F,41 °F,51 %,VAR,1 mph,0 mph,21.67 in,0.0 in,Fair,2020-06-13
261,9:00 AM,61 °F,41 °F,48 %,VAR,2 mph,0 mph,21.67 in,0.0 in,Fair,2020-06-13
262,10:00 AM,64 °F,41 °F,42 %,VAR,5 mph,0 mph,21.67 in,0.0 in,Fair,2020-06-13
263,11:00 AM,68 °F,43 °F,40 %,VAR,5 mph,0 mph,21.65 in,0.0 in,Fair,2020-06-13
264,12:00 PM,70 °F,43 °F,38 %,VAR,2 mph,0 mph,21.63 in,0.0 in,Fair,2020-06-13
265,1:00 PM,72 °F,41 °F,33 %,VAR,5 mph,0 mph,21.60 in,0.0 in,Fair,2020-06-13
266,7:00 AM,50 °F,34 °F,54 %,N,2 mph,0 mph,21.71 in,0.0 in,Fair,2020-06-20
267,8:00 AM,54 °F,34 °F,47 %,VAR,1 mph,0 mph,21.71 in,0.0 in,Fair,2020-06-20
268,9:00 AM,59 °F,34 °F,39 %,ENE,5 mph,0 mph,21.73 in,0.0 in,Fair,2020-06-20
269,10:00 AM,63 °F,36 °F,37 %,NNW,3 mph,0 mph,21.71 in,0.0 in,Fair,2020-06-20
270,11:00 AM,64 °F,36 °F,34 %,N,7 mph,0 mph,21.71 in,0.0 in,Fair,2020-06-20
271,12:00 PM,68 °F,36 °F,30 %,NNW,5 mph,0 mph,21.67 in,0.0 in,Fair,2020-06-20
272,1:00 PM,70 °F,34 °F,27 %,NE,7 mph,0 mph,21.65 in,0.0 in,Fair,2020-06-20
273,7:00 AM,50 °F,36 °F,58 %,NNE,3 mph,0 mph,21.67 in,0.0 in,Fair,2020-06-27
274,8:00 AM,55 °F,36 °F,47 %,ESE,1 mph,0 mph,21.67 in,0.0 in,Fair,2020-06-27
275,9:00 AM,59 °F,36 °F,42 %,NE,3 mph,0 mph,21.69 in,0.0 in,Fair,2020-06-27
276,10:00 AM,63 °F,37 °F,39 %,VAR,2 mph,0 mph,21.67 in,0.0 in,Fair,2020-06-27
277,11:00 AM,64 °F,37 °F,37 %,WNW,6 mph,0 mph,21.65 in,0.0 in,Fair,2020-06-27
278,12:00 PM,68 °F,37 °F,33 %,VAR,3 mph,0 mph,21.63 in,0.0 in,Fair,2020-06-27
279,1:00 PM,70 °F,36 °F,28 %,VAR,2 mph,0 mph,21.58 in,0.0 in,Fair,2020-06-27
280,7:00 AM,50 °F,32 °F,50 %,VAR,1 mph,0 mph,21.65 in,0.0 in,Fair,2020-07-04
281,8:00 AM,52 °F,32 °F,47 %,NE,3 mph,0 mph,21.67 in,0.0 in,Fair,2020-07-04
282,9:00 AM,57 °F,32 °F,38 %,VAR,2 mph,0 mph,21.67 in,0.0 in,Fair,2020-07-04
283,10:00 AM,61 °F,34 °F,36 %,VAR,5 mph,0 mph,21.67 in,0.0 in,Fair,2020-07-04
284,11:00 AM,63 °F,34 °F,34 %,NNE,6 mph,0 mph,21.65 in,0.0 in,Fair,2020-07-04
285,12:00 PM,68 °F,34 °F,28 %,VAR,6 mph,0 mph,21.60 in,0.0 in,Fair,2020-07-04
286,1:00 PM,70 °F,32 °F,25 %,VAR,5 mph,0 mph,21.58 in,0.0 in,Fair,2020-07-04
287,7:00 AM,48 °F,28 °F,46 %,VAR,1 mph,0 mph,21.69 in,0.0 in,Fair,2020-07-11
288,8:00 AM,52 °F,27 °F,38 %,NNE,3 mph,0 mph,21.69 in,0.0 in,Fair,2020-07-11
289,9:00 AM,57 °F,28 °F,33 %,VAR,1 mph,0 mph,21.71 in,0.0 in,Fair,2020-07-11
290,10:00 AM,59 °F,32 °F,36 %,VAR,2 mph,0 mph,21.69 in,0.0 in,Fair,2020-07-11
291,11:00 AM,63 °F,36 °F,37 %,VAR,5 mph,0 mph,21.67 in,0.0 in,Fair,2020-07-11
292,12:00 PM,66 °F,37 °F,35 %,VAR,3 mph,0 mph,21.65 in,0.0 in,Fair,2020-07-11
293,1:00 PM,70 °F,34 °F,27 %,VAR,3 mph,0 mph,21.60 in,0.0 in,Fair,2020-07-11
294,7:00 AM,54 °F,43 °F,67 %,CALM,0 mph,0 mph,21.69 in,0.0 in,Fair,2020-07-18
295,8:00 AM,54 °F,39 °F,58 %,ENE,1 mph,0 mph,21.69 in,0.0 in,Fair,2020-07-18
296,9:00 AM,57 °F,36 °F,44 %,VAR,2 mph,0 mph,21.71 in,0.0 in,Fair,2020-07-18
297,10:00 AM,61 °F,36 °F,39 %,VAR,5 mph,0 mph,21.69 in,0.0 in,Fair,2020-07-18
298,11:00 AM,64 °F,37 °F,37 %,VAR,3 mph,0 mph,21.69 in,0.0 in,Fair,2020-07-18
299,12:00 PM,68 °F,37 °F,33 %,VAR,5 mph,0 mph,21.65 in,0.0 in,Fair,2020-07-18
300,1:00 PM,70 °F,37 °F,31 %,VAR,3 mph,0 mph,21.63 in,0.0 in,Fair,2020-07-18
301,7:00 AM,48 °F,21 °F,34 %,VAR,2 mph,0 mph,21.69 in,0.0 in,Mostly Cloudy,2020-07-25
302,8:00 AM,52 °F,23 °F,33 %,NNE,5 mph,0 mph,21.71 in,0.0 in,Partly Cloudy,2020-07-25
303,9:00 AM,57 °F,25 °F,29 %,ENE,5 mph,0 mph,21.71 in,0.0 in,Fair,2020-07-25
304,10:00 AM,61 °F,25 °F,25 %,VAR,5 mph,0 mph,21.71 in,0.0 in,Fair,2020-07-25
305,11:00 AM,64 °F,28 °F,26 %,ENE,8 mph,0 mph,21.69 in,0.0 in,Fair,2020-07-25
306,12:00 PM,66 °F,32 °F,28 %,VAR,1 mph,0 mph,21.67 in,0.0 in,Fair,2020-07-25
307,1:00 PM,70 °F,32 °F,25 %,SE,7 mph,0 mph,21.63 in,0.0 in,Fair,2020-07-25
308,2:00 PM,72 °F,32 °F,23 %,VAR,5 mph,0 mph,21.58 in,0.0 in,Fair,2020-07-25
309,7:00 AM,45 °F,9 °F,23 %,VAR,1 mph,0 mph,21.73 in,0.0 in,Fair,2020-08-01
310,8:00 AM,52 °F,12 °F,21 %,VAR,2 mph,0 mph,21.75 in,0.0 in,Fair,2020-08-01
311,9:00 AM,55 °F,10 °F,17 %,VAR,2 mph,0 mph,21.75 in,0.0 in,Fair,2020-08-01
312,10:00 AM,61 °F,16 °F,17 %,VAR,3 mph,0 mph,21.75 in,0.0 in,Fair,2020-08-01
313,11:00 AM,64 °F,23 °F,21 %,VAR,3 mph,0 mph,21.73 in,0.0 in,Fair,2020-08-01
314,12:00 PM,66 °F,18 °F,15 %,VAR,3 mph,0 mph,21.69 in,0.0 in,Fair,2020-08-01
315,1:00 PM,70 °F,14 °F,12 %,ENE,7 mph,0 mph,21.67 in,0.0 in,Fair,2020-08-01
316,2:00 PM,73 °F,14 °F,10 %,VAR,2 mph,0 mph,21.63 in,0.0 in,Fair,2020-08-01
317,3:00 PM,75 °F,14 °F,10 %,VAR,1 mph,0 mph,21.60 in,0.0 in,Fair,2020-08-01
318,4:00 PM,75 °F,12 °F,9 %,NE,5 mph,0 mph,21.60 in,0.0 in,Fair,2020-08-01
319,5:00 PM,75 °F,14 °F,10 %,VAR,1 mph,0 mph,21.60 in,0.0 in,Fair,2020-08-01
320,7:00 AM,45 °F,25 °F,46 %,NNE,2 mph,0 mph,21.75 in,0.0 in,Fair,2020-08-08
321,8:00 AM,50 °F,27 °F,40 %,VAR,2 mph,0 mph,21.77 in,0.0 in,Fair,2020-08-08
322,9:00 AM,55 °F,27 °F,33 %,VAR,2 mph,0 mph,21.77 in,0.0 in,Fair,2020-08-08
323,10:00 AM,59 °F,27 °F,29 %,VAR,3 mph,0 mph,21.77 in,0.0 in,Fair,2020-08-08
324,11:00 AM,63 °F,27 °F,26 %,VAR,3 mph,0 mph,21.75 in,0.0 in,Fair,2020-08-08
325,12:00 PM,66 °F,25 °F,21 %,VAR,5 mph,0 mph,21.71 in,0.0 in,Fair,2020-08-08
326,1:00 PM,70 °F,19 °F,15 %,N,7 mph,0 mph,21.69 in,0.0 in,Fair,2020-08-08
327,7:00 AM,55 °F,37 °F,51 %,VAR,1 mph,0 mph,21.63 in,0.0 in,Mostly Cloudy,2020-08-15
328,8:00 AM,59 °F,39 °F,48 %,NE,5 mph,0 mph,21.63 in,0.0 in,Partly Cloudy,2020-08-15
329,9:00 AM,61 °F,39 °F,45 %,NE,5 mph,0 mph,21.65 in,0.0 in,Partly Cloudy,2020-08-15
330,10:00 AM,66 °F,39 °F,37 %,ENE,6 mph,0 mph,21.65 in,0.0 in,Fair,2020-08-15
331,11:00 AM,68 °F,39 °F,35 %,ENE,7 mph,0 mph,21.63 in,0.0 in,Partly Cloudy,2020-08-15
332,12:00 PM,70 °F,37 °F,31 %,VAR,6 mph,0 mph,21.58 in,0.0 in,Partly Cloudy,2020-08-15
333,1:00 PM,73 °F,36 °F,25 %,VAR,3 mph,0 mph,21.56 in,0.0 in,Partly Cloudy,2020-08-15
334,2:00 PM,73 °F,36 °F,25 %,E,8 mph,0 mph,21.52 in,0.0 in,Partly Cloudy,2020-08-15
335,3:00 PM,73 °F,36 °F,25 %,CALM,0 mph,0 mph,21.50 in,0.0 in,Partly Cloudy,2020-08-15
336,4:00 PM,75 °F,36 °F,24 %,E,8 mph,0 mph,21.48 in,0.0 in,Partly Cloudy,2020-08-15
337,7:00 AM,59 °F,41 °F,51 %,VAR,1 mph,0 mph,21.63 in,0.0 in,Mostly Cloudy,2020-08-22
338,8:00 AM,64 °F,43 °F,45 %,ENE,3 mph,0 mph,21.65 in,0.0 in,Partly Cloudy,2020-08-22
339,9:00 AM,64 °F,43 °F,45 %,VAR,2 mph,0 mph,21.65 in,0.0 in,Mostly Cloudy,2020-08-22
340,10:00 AM,68 °F,43 °F,40 %,VAR,2 mph,0 mph,21.65 in,0.0 in,Partly Cloudy,2020-08-22
341,11:00 AM,72 °F,43 °F,35 %,VAR,3 mph,0 mph,21.63 in,0.0 in,Partly Cloudy,2020-08-22
342,12:00 PM,75 °F,41 °F,29 %,VAR,3 mph,0 mph,21.58 in,0.0 in,Mostly Cloudy,2020-08-22
343,1:00 PM,75 °F,39 °F,27 %,ENE,10 mph,0 mph,21.56 in,0.0 in,Mostly Cloudy,2020-08-22
344,2:00 PM,75 °F,41 °F,29 %,NE,10 mph,0 mph,21.54 in,0.0 in,Mostly Cloudy,2020-08-22
345,3:00 PM,75 °F,37 °F,25 %,NNW,8 mph,0 mph,21.52 in,0.0 in,Fair,2020-08-22
346,4:00 PM,75 °F,39 °F,27 %,NW,8 mph,0 mph,21.52 in,0.0 in,Fair,2020-08-22
347,7:00 AM,54 °F,28 °F,38 %,ESE,2 mph,0 mph,21.67 in,0.0 in,Fair,2020-08-29
348,8:00 AM,57 °F,28 °F,33 %,NE,2 mph,0 mph,21.67 in,0.0 in,Fair,2020-08-29
349,9:00 AM,63 °F,28 °F,27 %,VAR,2 mph,0 mph,21.67 in,0.0 in,Fair,2020-08-29
350,10:00 AM,66 °F,30 °F,26 %,WNW,5 mph,0 mph,21.67 in,0.0 in,Fair,2020-08-29
351,11:00 AM,68 °F,28 °F,23 %,NNE,5 mph,0 mph,21.65 in,0.0 in,Partly Cloudy,2020-08-29
352,12:00 PM,72 °F,28 °F,20 %,VAR,3 mph,0 mph,21.60 in,0.0 in,Mostly Cloudy,2020-08-29
353,1:00 PM,77 °F,27 °F,16 %,VAR,2 mph,0 mph,21.56 in,0.0 in,Partly Cloudy,2020-08-29
354,7:00 AM,55 °F,39 °F,54 %,CALM,0 mph,0 mph,21.71 in,0.0 in,Mostly Cloudy,2020-09-05
355,8:00 AM,61 °F,39 °F,45 %,VAR,3 mph,0 mph,21.71 in,0.0 in,Mostly Cloudy,2020-09-05
356,9:00 AM,63 °F,41 °F,45 %,NE,6 mph,0 mph,21.71 in,0.0 in,Fair,2020-09-05
357,10:00 AM,66 °F,41 °F,40 %,W,5 mph,0 mph,21.71 in,0.0 in,Fair,2020-09-05
358,11:00 AM,70 °F,39 °F,33 %,N,5 mph,0 mph,21.69 in,0.0 in,Fair,2020-09-05
359,12:00 PM,73 °F,37 °F,27 %,VAR,3 mph,0 mph,21.65 in,0.0 in,Fair,2020-09-05
360,1:00 PM,75 °F,37 °F,25 %,WSW,8 mph,0 mph,21.63 in,0.0 in,Fair,2020-09-05
361,2:00 PM,77 °F,36 °F,22 %,NNE,12 mph,0 mph,21.58 in,0.0 in,Partly Cloudy,2020-09-05
362,3:00 PM,79 °F,36 °F,21 %,VAR,6 mph,0 mph,21.56 in,0.0 in,Partly Cloudy,2020-09-05
363,4:00 PM,79 °F,34 °F,20 %,VAR,3 mph,0 mph,21.56 in,0.0 in,Partly Cloudy,2020-09-05
364,7:00 AM,54 °F,37 °F,54 %,NE,3 mph,0 mph,21.65 in,0.0 in,Mostly Cloudy,2020-09-12
365,8:00 AM,57 °F,37 °F,48 %,ENE,5 mph,0 mph,21.67 in,0.0 in,Partly Cloudy,2020-09-12
366,9:00 AM,61 °F,37 °F,42 %,NE,6 mph,0 mph,21.67 in,0.0 in,Fair,2020-09-12
367,10:00 AM,66 °F,37 °F,35 %,VAR,3 mph,0 mph,21.67 in,0.0 in,Partly Cloudy,2020-09-12
368,11:00 AM,70 °F,36 °F,28 %,VAR,3 mph,0 mph,21.65 in,0.0 in,Partly Cloudy,2020-09-12
369,12:00 PM,70 °F,36 °F,28 %,ENE,7 mph,0 mph,21.63 in,0.0 in,Mostly Cloudy,2020-09-12
370,1:00 PM,72 °F,36 °F,27 %,VAR,7 mph,0 mph,21.60 in,0.0 in,Partly Cloudy,2020-09-12
371,7:00 AM,54 °F,50 °F,88 %,ESE,2 mph,0 mph,21.67 in,0.0 in,Light Rain,2020-09-19
372,8:00 AM,54 °F,50 °F,88 %,CALM,0 mph,0 mph,21.69 in,0.0 in,Mostly Cloudy,2020-09-19
373,9:00 AM,59 °F,50 °F,72 %,NW,3 mph,0 mph,21.69 in,0.0 in,Partly Cloudy,2020-09-19
374,10:00 AM,63 °F,48 °F,59 %,NE,3 mph,0 mph,21.69 in,0.0 in,Mostly Cloudy,2020-09-19
375,11:00 AM,68 °F,45 °F,43 %,VAR,2 mph,0 mph,21.67 in,0.0 in,Partly Cloudy,2020-09-19
376,12:00 PM,70 °F,43 °F,38 %,VAR,5 mph,0 mph,21.65 in,0.0 in,Partly Cloudy,2020-09-19
377,1:00 PM,73 °F,43 °F,33 %,VAR,2 mph,0 mph,21.60 in,0.0 in,Partly Cloudy,2020-09-19
378,7:00 AM,55 °F,34 °F,44 %,VAR,2 mph,0 mph,21.67 in,0.0 in,Fair,2020-09-26
379,8:00 AM,61 °F,34 °F,36 %,VAR,2 mph,0 mph,21.69 in,0.0 in,Fair,2020-09-26
380,9:00 AM,64 °F,36 °F,34 %,VAR,3 mph,0 mph,21.69 in,0.0 in,Fair,2020-09-26
381,10:00 AM,68 °F,37 °F,33 %,VAR,3 mph,0 mph,21.69 in,0.0 in,Fair,2020-09-26
382,11:00 AM,70 °F,36 °F,28 %,WSW,7 mph,0 mph,21.65 in,0.0 in,Fair,2020-09-26
383,12:00 PM,75 °F,34 °F,22 %,CALM,0 mph,0 mph,21.63 in,0.0 in,Fair,2020-09-26
384,1:00 PM,75 °F,34 °F,22 %,NE,12 mph,0 mph,21.58 in,0.0 in,Partly Cloudy,2020-09-26
385,7:00 AM,57 °F,46 °F,67 %,E,1 mph,0 mph,21.65 in,0.0 in,Mostly Cloudy,2020-10-03
386,8:00 AM,59 °F,46 °F,63 %,ENE,3 mph,0 mph,21.67 in,0.0 in,Mostly Cloudy,2020-10-03
387,9:00 AM,59 °F,46 °F,63 %,SSE,3 mph,0 mph,21.69 in,0.0 in,Light Drizzle,2020-10-03
388,10:00 AM,61 °F,45 °F,55 %,SSW,7 mph,0 mph,21.69 in,0.0 in,Mostly Cloudy,2020-10-03
389,11:00 AM,63 °F,43 °F,48 %,VAR,2 mph,0 mph,21.69 in,0.0 in,Cloudy,2020-10-03
390,12:00 PM,68 °F,41 °F,37 %,W,5 mph,0 mph,21.67 in,0.0 in,Partly Cloudy,2020-10-03
391,1:00 PM,68 °F,41 °F,37 %,SW,5 mph,0 mph,21.63 in,0.0 in,Partly Cloudy,2020-10-03
392,7:00 AM,52 °F,32 °F,47 %,NNE,3 mph,0 mph,21.73 in,0.0 in,Partly Cloudy,2020-10-10
393,8:00 AM,57 °F,34 °F,41 %,ENE,6 mph,0 mph,21.73 in,0.0 in,Fair,2020-10-10
394,9:00 AM,63 °F,30 °F,30 %,ENE,9 mph,0 mph,21.75 in,0.0 in,Mostly Cloudy,2020-10-10
395,10:00 AM,63 °F,32 °F,32 %,N,6 mph,0 mph,21.75 in,0.0 in,Mostly Cloudy,2020-10-10
396,11:00 AM,66 °F,34 °F,30 %,VAR,5 mph,0 mph,21.73 in,0.0 in,Mostly Cloudy,2020-10-10
397,12:00 PM,68 °F,34 °F,28 %,VAR,3 mph,0 mph,21.71 in,0.0 in,Partly Cloudy,2020-10-10
398,1:00 PM,72 °F,36 °F,27 %,SSE,7 mph,0 mph,21.67 in,0.0 in,Partly Cloudy,2020-10-10
399,7:00 AM,57 °F,41 °F,55 %,NE,5 mph,0 mph,21.67 in,0.0 in,Mostly Cloudy,2020-10-17
400,8:00 AM,63 °F,43 °F,48 %,VAR,2 mph,0 mph,21.69 in,0.0 in,Mostly Cloudy,2020-10-17
401,9:00 AM,63 °F,43 °F,48 %,N,6 mph,0 mph,21.69 in,0.0 in,Mostly Cloudy,2020-10-17
402,10:00 AM,64 °F,41 °F,42 %,NW,6 mph,0 mph,21.67 in,0.0 in,Mostly Cloudy,2020-10-17
403,11:00 AM,70 °F,41 °F,35 %,VAR,6 mph,0 mph,21.65 in,0.0 in,Partly Cloudy,2020-10-17
404,12:00 PM,72 °F,39 °F,31 %,N,8 mph,0 mph,21.63 in,0.0 in,Showers in the Vicinity,2020-10-17
405,1:00 PM,75 °F,41 °F,29 %,CALM,0 mph,0 mph,21.58 in,0.0 in,Showers in the Vicinity,2020-10-17
406,1:29 PM,75 °F,39 °F,27 %,SE,13 mph,31 mph,21.58 in,0.0 in,Showers in the Vicinity,2020-10-17
407,2:00 PM,72 °F,39 °F,31 %,SE,15 mph,0 mph,21.56 in,0.0 in,Showers in the Vicinity,2020-10-17
408,3:00 PM,72 °F,39 °F,31 %,SSE,7 mph,0 mph,21.54 in,0.0 in,Showers in the Vicinity,2020-10-17
409,7:00 AM,54 °F,50 °F,88 %,NE,5 mph,0 mph,21.71 in,0.0 in,Cloudy,2020-10-24
410,8:00 AM,55 °F,48 °F,77 %,VAR,1 mph,0 mph,21.71 in,0.0 in,Cloudy,2020-10-24
411,9:00 AM,57 °F,48 °F,72 %,CALM,0 mph,0 mph,21.73 in,0.0 in,Cloudy,2020-10-24
412,10:00 AM,59 °F,45 °F,59 %,VAR,3 mph,0 mph,21.71 in,0.0 in,Mostly Cloudy,2020-10-24
413,11:00 AM,64 °F,45 °F,49 %,ENE,5 mph,0 mph,21.69 in,0.0 in,Mostly Cloudy,2020-10-24
414,12:00 PM,68 °F,45 °F,43 %,VAR,2 mph,0 mph,21.65 in,0.0 in,Partly Cloudy,2020-10-24
415,1:00 PM,70 °F,45 °F,40 %,NNE,6 mph,0 mph,21.60 in,0.0 in,Partly Cloudy,2020-10-24
416,7:00 AM,59 °F,39 °F,48 %,ESE,3 mph,0 mph,21.63 in,0.0 in,Cloudy,2020-10-31
417,8:00 AM,63 °F,39 °F,42 %,CALM,0 mph,0 mph,21.65 in,0.0 in,Cloudy,2020-10-31
418,9:00 AM,64 °F,39 °F,40 %,VAR,5 mph,0 mph,21.65 in,0.0 in,Cloudy,2020-10-31
419,10:00 AM,66 °F,43 °F,43 %,VAR,3 mph,0 mph,21.65 in,0.0 in,Mostly Cloudy,2020-10-31
420,11:00 AM,68 °F,41 °F,37 %,VAR,5 mph,0 mph,21.63 in,0.0 in,Mostly Cloudy,2020-10-31
421,12:00 PM,70 °F,41 °F,35 %,NE,8 mph,0 mph,21.60 in,0.0 in,Mostly Cloudy,2020-10-31
422,1:00 PM,73 °F,41 °F,31 %,N,6 mph,0 mph,21.58 in,0.0 in,Showers in the Vicinity,2020-10-31
423,7:00 AM,61 °F,39 °F,45 %,VAR,1 mph,0 mph,21.67 in,0.0 in,Fair,2020-11-07
424,8:00 AM,64 °F,41 °F,42 %,ENE,5 mph,0 mph,21.69 in,0.0 in,Fair,2020-11-07
425,9:00 AM,66 °F,39 °F,37 %,VAR,3 mph,0 mph,21.69 in,0.0 in,Partly Cloudy,2020-11-07
426,10:00 AM,68 °F,37 °F,33 %,VAR,3 mph,0 mph,21.67 in,0.0 in,Mostly Cloudy,2020-11-07
427,11:00 AM,72 °F,34 °F,25 %,N,7 mph,0 mph,21.67 in,0.0 in,Mostly Cloudy,2020-11-07
428,12:00 PM,73 °F,32 °F,22 %,VAR,9 mph,0 mph,21.65 in,0.0 in,Mostly Cloudy,2020-11-07
429,1:00 PM,75 °F,32 °F,21 %,E,10 mph,0 mph,21.60 in,0.0 in,Mostly Cloudy,2020-11-07
430,2:00 PM,73 °F,32 °F,22 %,NNE,13 mph,0 mph,21.60 in,0.0 in,Mostly Cloudy,2020-11-07
431,7:00 AM,59 °F,34 °F,39 %,VAR,3 mph,0 mph,21.63 in,0.0 in,Fair,2020-11-14
432,8:00 AM,64 °F,34 °F,32 %,E,3 mph,0 mph,21.65 in,0.0 in,Fair,2020-11-14
433,9:00 AM,68 °F,36 °F,30 %,VAR,3 mph,0 mph,21.63 in,0.0 in,Fair,2020-11-14
434,10:00 AM,72 °F,36 °F,27 %,VAR,3 mph,0 mph,21.60 in,0.0 in,Fair,2020-11-14
435,11:00 AM,73 °F,36 °F,25 %,VAR,6 mph,0 mph,21.58 in,0.0 in,Fair,2020-11-14
436,12:00 PM,77 °F,36 °F,22 %,VAR,5 mph,0 mph,21.56 in,0.0 in,Partly Cloudy,2020-11-14
437,1:00 PM,81 °F,32 °F,17 %,ESE,9 mph,0 mph,21.52 in,0.0 in,Partly Cloudy,2020-11-14
438,2:00 PM,81 °F,34 °F,18 %,E,9 mph,0 mph,21.50 in,0.0 in,Partly Cloudy,2020-11-14
439,3:00 PM,81 °F,30 °F,16 %,ENE,12 mph,0 mph,21.48 in,0.0 in,Partly Cloudy,2020-11-14
