,hora,temperatura,Punto de rocio,Humedad,viento,nudos de viento,Rafaga,Presion,Precipitacion,Condicion,fecha
679,8:00 AM,59 °F,48 °F,67 %,NE,5 mph,0 mph,21.65 in,0.0 in,Cloudy,2021-03-29
680,9:00 AM,61 °F,48 °F,63 %,NNW,6 mph,0 mph,21.67 in,0.0 in,Cloudy,2021-03-29
681,10:00 AM,63 °F,48 °F,59 %,VAR,3 mph,0 mph,21.67 in,0.0 in,Showers in the Vicinity,2021-03-29
682,11:00 AM,64 °F,48 °F,56 %,E,9 mph,0 mph,21.65 in,0.0 in,Showers in the Vicinity,2021-03-29
683,12:00 PM,66 °F,50 °F,56 %,ENE,8 mph,0 mph,21.63 in,0.0 in,Light Rain,2021-03-29
684,1:00 PM,64 °F,50 °F,59 %,N,6 mph,0 mph,21.63 in,0.0 in,Showers in the Vicinity,2021-03-29
685,2:00 PM,63 °F,48 °F,59 %,NE,10 mph,0 mph,21.60 in,0.0 in,Light Rain,2021-03-29
686,3:00 PM,63 °F,52 °F,68 %,NE,9 mph,0 mph,21.56 in,0.0 in,Showers in the Vicinity,2021-03-29
687,7:00 AM,52 °F,50 °F,94 %,NE,3 mph,0 mph,21.67 in,0.0 in,Light Rain,2021-03-30
688,8:00 AM,52 °F,50 °F,94 %,CALM,0 mph,0 mph,21.69 in,0.0 in,Light Rain,2021-03-30
689,8:15 AM,52 °F,50 °F,94 %,CALM,0 mph,0 mph,21.71 in,0.0 in,Light Rain,2021-03-30
690,8:35 AM,52 °F,50 °F,94 %,CALM,0 mph,0 mph,21.71 in,0.0 in,Light Rain,2021-03-30
691,8:40 AM,54 °F,52 °F,94 %,NE,3 mph,0 mph,21.71 in,0.0 in,Light Rain,2021-03-30
692,9:00 AM,54 °F,50 °F,88 %,CALM,0 mph,0 mph,21.71 in,0.0 in,Light Rain,2021-03-30
693,9:40 AM,54 °F,52 °F,94 %,NE,3 mph,0 mph,21.71 in,0.0 in,Light Rain,2021-03-30
694,10:00 AM,55 °F,52 °F,88 %,NE,3 mph,0 mph,21.69 in,0.0 in,Light Rain,2021-03-30
695,11:00 AM,55 °F,52 °F,88 %,ENE,6 mph,0 mph,21.69 in,0.0 in,Light Rain,2021-03-30
696,12:00 PM,59 °F,50 °F,72 %,ENE,5 mph,0 mph,21.67 in,0.0 in,Mostly Cloudy,2021-03-30
697,1:00 PM,63 °F,48 °F,59 %,VAR,2 mph,0 mph,21.65 in,0.0 in,Showers in the Vicinity,2021-03-30
698,2:00 PM,63 °F,48 °F,59 %,NNE,9 mph,0 mph,21.60 in,0.0 in,Showers in the Vicinity,2021-03-30
699,3:00 PM,64 °F,46 °F,52 %,ENE,5 mph,0 mph,21.58 in,0.0 in,Mostly Cloudy,2021-03-30
700,4:00 PM,64 °F,50 °F,59 %,NNE,5 mph,0 mph,21.56 in,0.0 in,Showers in the Vicinity,2021-03-30
701,5:00 PM,64 °F,50 °F,59 %,NE,6 mph,0 mph,21.54 in,0.0 in,Showers in the Vicinity,2021-03-30
702,7:00 AM,55 °F,52 °F,88 %,N,2 mph,0 mph,21.63 in,0.0 in,Showers in the Vicinity,2021-03-31
703,8:00 AM,57 °F,52 °F,82 %,ENE,5 mph,0 mph,21.65 in,0.0 in,Mostly Cloudy,2021-03-31
704,9:00 AM,59 °F,50 °F,72 %,NE,5 mph,0 mph,21.65 in,0.0 in,Mostly Cloudy,2021-03-31
705,10:00 AM,63 °F,50 °F,63 %,VAR,2 mph,0 mph,21.65 in,0.0 in,Mostly Cloudy,2021-03-31
706,11:00 AM,66 °F,48 °F,52 %,VAR,2 mph,0 mph,21.63 in,0.0 in,Partly Cloudy,2021-03-31
707,12:00 PM,70 °F,50 °F,49 %,VAR,2 mph,0 mph,21.60 in,0.0 in,Showers in the Vicinity,2021-03-31
708,1:00 PM,70 °F,48 °F,46 %,VAR,5 mph,0 mph,21.56 in,0.0 in,Showers in the Vicinity,2021-03-31
709,2:00 PM,72 °F,46 °F,41 %,NNW,6 mph,0 mph,21.54 in,0.0 in,Showers in the Vicinity,2021-03-31
710,3:00 PM,72 °F,48 °F,43 %,NW,8 mph,0 mph,21.52 in,0.0 in,Showers in the Vicinity,2021-03-31
711,7:00 AM,52 °F,48 °F,88 %,ESE,5 mph,0 mph,21.65 in,0.0 in,Patches of Fog,2021-04-01
712,8:00 AM,54 °F,50 °F,88 %,ENE,5 mph,0 mph,21.65 in,0.0 in,Patches of Fog,2021-04-01
713,9:00 AM,57 °F,50 °F,77 %,VAR,3 mph,0 mph,21.67 in,0.0 in,Patches of Fog,2021-04-01
714,10:00 AM,59 °F,50 °F,72 %,NNE,3 mph,0 mph,21.67 in,0.0 in,Mostly Cloudy,2021-04-01
715,11:00 AM,63 °F,50 °F,63 %,VAR,3 mph,0 mph,21.65 in,0.0 in,Partly Cloudy,2021-04-01
716,12:00 PM,64 °F,45 °F,49 %,VAR,3 mph,0 mph,21.60 in,0.0 in,Partly Cloudy,2021-04-01
717,1:00 PM,66 °F,45 °F,46 %,VAR,6 mph,0 mph,21.58 in,0.0 in,Partly Cloudy,2021-04-01
718,2:00 PM,70 °F,46 °F,43 %,VAR,2 mph,0 mph,21.54 in,0.0 in,Partly Cloudy,2021-04-01
719,3:00 PM,72 °F,43 °F,35 %,VAR,3 mph,0 mph,21.50 in,0.0 in,Fair,2021-04-01
720,7:00 AM,55 °F,48 °F,77 %,CALM,0 mph,0 mph,21.60 in,0.0 in,Cloudy,2021-04-02
721,8:00 AM,57 °F,50 °F,77 %,CALM,0 mph,0 mph,21.63 in,0.0 in,Mostly Cloudy,2021-04-02
722,9:00 AM,61 °F,48 °F,63 %,VAR,1 mph,0 mph,21.63 in,0.0 in,Mostly Cloudy,2021-04-02
723,10:00 AM,64 °F,48 °F,56 %,N,5 mph,0 mph,21.63 in,0.0 in,Partly Cloudy,2021-04-02
724,11:00 AM,66 °F,50 °F,56 %,NNE,8 mph,0 mph,21.60 in,0.0 in,Partly Cloudy,2021-04-02
725,12:00 PM,68 °F,46 °F,46 %,NNE,7 mph,0 mph,21.58 in,0.0 in,Partly Cloudy,2021-04-02
726,1:00 PM,72 °F,48 °F,43 %,VAR,5 mph,0 mph,21.56 in,0.0 in,Partly Cloudy,2021-04-02
727,2:00 PM,73 °F,48 °F,41 %,NNW,7 mph,0 mph,21.52 in,0.0 in,Partly Cloudy,2021-04-02
728,3:00 PM,73 °F,46 °F,38 %,VAR,5 mph,0 mph,21.50 in,0.0 in,Thunder,2021-04-02
729,7:00 AM,57 °F,46 °F,67 %,CALM,0 mph,0 mph,21.63 in,0.0 in,Mostly Cloudy,2021-04-03
730,8:00 AM,59 °F,46 °F,63 %,VAR,1 mph,0 mph,21.65 in,0.0 in,Mostly Cloudy,2021-04-03
731,9:00 AM,59 °F,46 °F,63 %,ENE,5 mph,0 mph,21.67 in,0.0 in,Cloudy,2021-04-03
732,10:00 AM,61 °F,48 °F,63 %,ENE,5 mph,0 mph,21.67 in,0.0 in,Cloudy,2021-04-03
733,11:00 AM,64 °F,46 °F,52 %,ENE,7 mph,0 mph,21.65 in,0.0 in,Showers in the Vicinity,2021-04-03
734,12:00 PM,66 °F,46 °F,49 %,NE,9 mph,0 mph,21.63 in,0.0 in,Showers in the Vicinity,2021-04-03
735,1:00 PM,66 °F,46 °F,49 %,VAR,3 mph,0 mph,21.63 in,0.0 in,Mostly Cloudy,2021-04-03
736,7:00 AM,57 °F,46 °F,67 %,VAR,2 mph,0 mph,21.65 in,0.0 in,Cloudy,2021-04-04
737,8:00 AM,57 °F,48 °F,72 %,CALM,0 mph,0 mph,21.65 in,0.0 in,Cloudy,2021-04-04
738,9:00 AM,59 °F,48 °F,67 %,NE,5 mph,0 mph,21.67 in,0.0 in,Cloudy,2021-04-04
739,10:00 AM,61 °F,48 °F,63 %,VAR,2 mph,0 mph,21.67 in,0.0 in,Cloudy,2021-04-04
740,11:00 AM,64 °F,48 °F,56 %,VAR,2 mph,0 mph,21.65 in,0.0 in,Cloudy,2021-04-04
741,12:00 PM,66 °F,46 °F,49 %,NE,5 mph,0 mph,21.63 in,0.0 in,Mostly Cloudy,2021-04-04
742,1:00 PM,68 °F,45 °F,43 %,WNW,6 mph,0 mph,21.60 in,0.0 in,Mostly Cloudy,2021-04-04
743,7:00 AM,54 °F,52 °F,94 %,CALM,0 mph,0 mph,21.69 in,0.0 in,Patches of Fog,2021-04-05
744,8:00 AM,54 °F,50 °F,88 %,VAR,1 mph,0 mph,21.69 in,0.0 in,Patches of Fog,2021-04-05
745,9:00 AM,57 °F,50 °F,77 %,CALM,0 mph,0 mph,21.69 in,0.0 in,Patches of Fog,2021-04-05
746,10:00 AM,61 °F,48 °F,63 %,N,3 mph,0 mph,21.69 in,0.0 in,Mostly Cloudy,2021-04-05
747,11:00 AM,63 °F,48 °F,59 %,N,5 mph,0 mph,21.67 in,0.0 in,Mostly Cloudy,2021-04-05
748,12:00 PM,64 °F,50 °F,59 %,VAR,3 mph,0 mph,21.63 in,0.0 in,Mostly Cloudy,2021-04-05
749,1:00 PM,68 °F,46 °F,46 %,VAR,3 mph,0 mph,21.60 in,0.0 in,Mostly Cloudy,2021-04-05
750,2:00 PM,68 °F,43 °F,40 %,VAR,5 mph,0 mph,21.56 in,0.0 in,Mostly Cloudy,2021-04-05
751,3:00 PM,70 °F,41 °F,35 %,ENE,5 mph,0 mph,21.54 in,0.0 in,Partly Cloudy,2021-04-05
752,4:00 PM,72 °F,43 °F,35 %,VAR,2 mph,0 mph,21.54 in,0.0 in,Partly Cloudy,2021-04-05
753,5:00 PM,70 °F,48 °F,46 %,NNE,3 mph,0 mph,21.52 in,0.0 in,Partly Cloudy,2021-04-05
754,7:00 AM,55 °F,52 °F,88 %,VAR,1 mph,0 mph,21.67 in,0.0 in,Drizzle,2021-04-06
755,7:11 AM,55 °F,52 °F,88 %,W,3 mph,0 mph,21.67 in,0.0 in,Light Drizzle,2021-04-06
756,8:00 AM,55 °F,54 °F,94 %,ENE,3 mph,0 mph,21.69 in,0.0 in,Rain,2021-04-06
757,9:00 AM,57 °F,52 °F,82 %,VAR,2 mph,0 mph,21.69 in,0.0 in,Patches of Fog,2021-04-06
758,10:00 AM,61 °F,54 °F,77 %,VAR,1 mph,0 mph,21.67 in,0.0 in,Cloudy,2021-04-06
759,11:00 AM,63 °F,52 °F,68 %,ENE,5 mph,0 mph,21.67 in,0.0 in,Showers in the Vicinity,2021-04-06
760,12:00 PM,63 °F,52 °F,68 %,NNE,7 mph,0 mph,21.65 in,0.0 in,Showers in the Vicinity,2021-04-06
761,1:00 PM,66 °F,52 °F,60 %,NNE,9 mph,0 mph,21.63 in,0.0 in,Showers in the Vicinity,2021-04-06
762,7:00 AM,55 °F,50 °F,82 %,NE,3 mph,0 mph,21.67 in,0.0 in,Mostly Cloudy,2021-04-07
763,8:00 AM,59 °F,52 °F,77 %,VAR,2 mph,0 mph,21.69 in,0.0 in,Fair,2021-04-07
764,9:00 AM,61 °F,50 °F,68 %,ENE,5 mph,0 mph,21.69 in,0.0 in,Mostly Cloudy,2021-04-07
765,10:00 AM,64 °F,50 °F,59 %,VAR,1 mph,0 mph,21.67 in,0.0 in,Mostly Cloudy,2021-04-07
766,11:00 AM,66 °F,50 °F,56 %,NNE,6 mph,0 mph,21.67 in,0.0 in,Mostly Cloudy,2021-04-07
767,12:00 PM,66 °F,48 °F,52 %,N,8 mph,0 mph,21.65 in,0.0 in,Showers in the Vicinity,2021-04-07
768,1:00 PM,68 °F,48 °F,49 %,NW,6 mph,0 mph,21.60 in,0.0 in,Partly Cloudy,2021-04-07
769,2:00 PM,72 °F,46 °F,41 %,VAR,3 mph,0 mph,21.58 in,0.0 in,Partly Cloudy,2021-04-07
770,3:00 PM,70 °F,46 °F,43 %,NNE,8 mph,0 mph,21.56 in,0.0 in,Mostly Cloudy,2021-04-07
771,7:00 AM,52 °F,50 °F,94 %,NE,3 mph,0 mph,21.71 in,0.0 in,Light Drizzle,2021-04-08
772,7:13 AM,52 °F,50 °F,94 %,ENE,3 mph,0 mph,21.71 in,0.0 in,Light Drizzle,2021-04-08
773,8:00 AM,52 °F,50 °F,94 %,CALM,0 mph,0 mph,21.73 in,0.0 in,Drizzle,2021-04-08
774,9:00 AM,54 °F,50 °F,88 %,VAR,1 mph,0 mph,21.73 in,0.0 in,Drizzle,2021-04-08
775,9:40 AM,54 °F,50 °F,88 %,CALM,0 mph,0 mph,21.75 in,0.0 in,Drizzle,2021-04-08
776,10:00 AM,54 °F,50 °F,88 %,CALM,0 mph,0 mph,21.73 in,0.0 in,Rain,2021-04-08
777,10:28 AM,55 °F,52 °F,88 %,E,5 mph,0 mph,21.73 in,0.0 in,Mist,2021-04-08
778,11:00 AM,55 °F,50 °F,82 %,NE,5 mph,0 mph,21.73 in,0.0 in,Patches of Fog,2021-04-08
779,12:00 PM,59 °F,50 °F,72 %,VAR,1 mph,0 mph,21.69 in,0.0 in,Mostly Cloudy,2021-04-08
780,1:00 PM,61 °F,50 °F,68 %,VAR,3 mph,0 mph,21.67 in,0.0 in,Mostly Cloudy,2021-04-08
781,2:00 PM,63 °F,46 °F,55 %,SSE,3 mph,0 mph,21.63 in,0.0 in,Partly Cloudy,2021-04-08
782,3:00 PM,64 °F,50 °F,59 %,VAR,6 mph,0 mph,21.58 in,0.0 in,Partly Cloudy,2021-04-08
783,7:00 AM,52 °F,48 °F,88 %,SE,8 mph,0 mph,21.71 in,0.0 in,Heavy Rain,2021-04-09
784,8:00 AM,50 °F,48 °F,94 %,SE,5 mph,0 mph,21.73 in,0.0 in,Heavy Rain,2021-04-09
785,9:00 AM,50 °F,48 °F,94 %,CALM,0 mph,0 mph,21.75 in,0.0 in,Rain,2021-04-09
786,10:00 AM,52 °F,50 °F,94 %,NNE,3 mph,0 mph,21.75 in,0.0 in,Light Rain,2021-04-09
787,10:20 AM,52 °F,48 °F,88 %,NNE,5 mph,0 mph,21.75 in,0.0 in,Light Rain,2021-04-09
788,11:00 AM,52 °F,48 °F,88 %,NE,5 mph,0 mph,21.73 in,0.0 in,Light Rain,2021-04-09
789,12:00 PM,54 °F,50 °F,88 %,NW,3 mph,0 mph,21.73 in,0.0 in,Light Rain,2021-04-09
790,1:00 PM,55 °F,48 °F,77 %,VAR,2 mph,0 mph,21.69 in,0.0 in,Patches of Fog,2021-04-09
791,7:00 AM,54 °F,52 °F,94 %,CALM,0 mph,0 mph,21.67 in,0.0 in,Patches of Fog,2021-04-10
792,8:00 AM,54 °F,52 °F,94 %,VAR,1 mph,0 mph,21.69 in,0.0 in,Patches of Fog,2021-04-10
793,9:00 AM,55 °F,52 °F,88 %,VAR,1 mph,0 mph,21.69 in,0.0 in,Patches of Fog,2021-04-10
794,10:00 AM,59 °F,50 °F,72 %,VAR,3 mph,0 mph,21.69 in,0.0 in,Mostly Cloudy,2021-04-10
795,11:00 AM,66 °F,52 °F,60 %,VAR,2 mph,0 mph,21.67 in,0.0 in,Mostly Cloudy,2021-04-10
796,12:00 PM,64 °F,48 °F,56 %,N,6 mph,0 mph,21.65 in,0.0 in,Partly Cloudy,2021-04-10
797,1:00 PM,68 °F,48 °F,49 %,NNE,5 mph,0 mph,21.60 in,0.0 in,Partly Cloudy,2021-04-10
798,2:00 PM,68 °F,46 °F,46 %,NNW,6 mph,0 mph,21.56 in,0.0 in,Partly Cloudy,2021-04-10
799,3:00 PM,72 °F,48 °F,43 %,VAR,3 mph,0 mph,21.54 in,0.0 in,Showers in the Vicinity,2021-04-10
800,7:00 AM,52 °F,50 °F,94 %,CALM,0 mph,0 mph,21.65 in,0.0 in,Patches of Fog,2021-04-11
801,8:00 AM,54 °F,50 °F,88 %,CALM,0 mph,0 mph,21.67 in,0.0 in,Patches of Fog,2021-04-11
802,9:00 AM,55 °F,50 °F,82 %,CALM,0 mph,0 mph,21.67 in,0.0 in,Patches of Fog,2021-04-11
803,10:00 AM,57 °F,50 °F,77 %,VAR,1 mph,0 mph,21.67 in,0.0 in,Light Drizzle,2021-04-11
804,11:00 AM,61 °F,48 °F,63 %,VAR,1 mph,0 mph,21.67 in,0.0 in,Patches of Fog,2021-04-11
805,12:00 PM,63 °F,48 °F,59 %,VAR,2 mph,0 mph,21.65 in,0.0 in,Patches of Fog,2021-04-11
806,1:00 PM,63 °F,50 °F,63 %,VAR,3 mph,0 mph,21.63 in,0.0 in,Showers in the Vicinity,2021-04-11
807,7:00 AM,54 °F,50 °F,88 %,SSE,3 mph,0 mph,21.65 in,0.0 in,Light Rain,2021-04-12
808,8:00 AM,55 °F,52 °F,88 %,VAR,2 mph,0 mph,21.67 in,0.0 in,Rain,2021-04-12
809,9:00 AM,59 °F,54 °F,82 %,ESE,3 mph,0 mph,21.69 in,0.0 in,Patches of Fog,2021-04-12
810,10:00 AM,61 °F,52 °F,72 %,ENE,3 mph,0 mph,21.69 in,0.0 in,Showers in the Vicinity,2021-04-12
811,11:00 AM,63 °F,50 °F,63 %,VAR,3 mph,0 mph,21.67 in,0.0 in,Showers in the Vicinity,2021-04-12
812,12:00 PM,64 °F,50 °F,59 %,NE,6 mph,0 mph,21.65 in,0.0 in,Mostly Cloudy,2021-04-12
813,1:00 PM,64 °F,50 °F,59 %,VAR,3 mph,0 mph,21.63 in,0.0 in,Mostly Cloudy,2021-04-12
814,7:00 AM,55 °F,50 °F,82 %,NE,6 mph,0 mph,21.71 in,0.0 in,Cloudy,2021-04-13
815,8:00 AM,57 °F,50 °F,77 %,VAR,2 mph,0 mph,21.73 in,0.0 in,Mostly Cloudy,2021-04-13
816,9:00 AM,59 °F,52 °F,77 %,ENE,5 mph,0 mph,21.73 in,0.0 in,Mostly Cloudy,2021-04-13
817,10:00 AM,59 °F,50 °F,72 %,NNE,7 mph,0 mph,21.73 in,0.0 in,Mostly Cloudy,2021-04-13
818,11:00 AM,64 °F,48 °F,56 %,VAR,5 mph,0 mph,21.71 in,0.0 in,Mostly Cloudy,2021-04-13
819,12:00 PM,64 °F,46 °F,52 %,NNW,5 mph,0 mph,21.69 in,0.0 in,Mostly Cloudy,2021-04-13
820,1:00 PM,64 °F,46 °F,52 %,NE,8 mph,0 mph,21.67 in,0.0 in,Showers in the Vicinity,2021-04-13
821,2:00 PM,66 °F,50 °F,56 %,NNE,6 mph,0 mph,21.63 in,0.0 in,Showers in the Vicinity,2021-04-13
822,3:00 PM,66 °F,45 °F,46 %,E,5 mph,0 mph,21.60 in,0.0 in,Showers in the Vicinity,2021-04-13
823,4:00 PM,68 °F,46 °F,46 %,NE,6 mph,0 mph,21.58 in,0.0 in,Fair,2021-04-13
824,5:00 PM,70 °F,45 °F,40 %,VAR,3 mph,0 mph,21.58 in,0.0 in,Fair,2021-04-13
825,7:00 AM,54 °F,50 °F,88 %,VAR,1 mph,0 mph,21.69 in,0.0 in,Mostly Cloudy,2021-04-14
826,8:00 AM,55 °F,50 °F,82 %,CALM,0 mph,0 mph,21.71 in,0.0 in,Cloudy,2021-04-14
827,9:00 AM,57 °F,50 °F,77 %,ENE,5 mph,0 mph,21.71 in,0.0 in,Mostly Cloudy,2021-04-14
828,10:00 AM,63 °F,50 °F,63 %,VAR,3 mph,0 mph,21.71 in,0.0 in,Mostly Cloudy,2021-04-14
829,11:00 AM,66 °F,50 °F,56 %,VAR,3 mph,0 mph,21.69 in,0.0 in,Partly Cloudy,2021-04-14
830,12:00 PM,68 °F,50 °F,52 %,NE,8 mph,0 mph,21.67 in,0.0 in,Partly Cloudy,2021-04-14
831,1:00 PM,72 °F,46 °F,41 %,VAR,1 mph,0 mph,21.65 in,0.0 in,Partly Cloudy,2021-04-14
832,2:00 PM,72 °F,48 °F,43 %,ESE,7 mph,0 mph,21.60 in,0.0 in,Showers in the Vicinity,2021-04-14
833,3:00 PM,72 °F,48 °F,43 %,NE,9 mph,0 mph,21.58 in,0.0 in,Partly Cloudy,2021-04-14
834,4:00 PM,72 °F,46 °F,41 %,VAR,1 mph,0 mph,21.56 in,0.0 in,Mostly Cloudy,2021-04-14
835,5:00 PM,70 °F,45 °F,40 %,VAR,1 mph,0 mph,21.56 in,0.0 in,Mostly Cloudy,2021-04-14
836,6:00 PM,68 °F,48 °F,49 %,VAR,2 mph,0 mph,21.56 in,0.0 in,Mostly Cloudy,2021-04-14
837,7:00 AM,55 °F,48 °F,77 %,NE,3 mph,0 mph,21.65 in,0.0 in,Partly Cloudy,2021-04-15
838,8:00 AM,57 °F,48 °F,72 %,VAR,1 mph,0 mph,21.67 in,0.0 in,Partly Cloudy,2021-04-15
839,9:00 AM,63 °F,50 °F,63 %,VAR,1 mph,0 mph,21.67 in,0.0 in,Partly Cloudy,2021-04-15
840,10:00 AM,64 °F,50 °F,59 %,VAR,3 mph,0 mph,21.67 in,0.0 in,Partly Cloudy,2021-04-15
841,11:00 AM,66 °F,48 °F,52 %,ENE,7 mph,0 mph,21.65 in,0.0 in,Mostly Cloudy,2021-04-15
842,12:00 PM,70 °F,45 °F,40 %,VAR,3 mph,0 mph,21.63 in,0.0 in,Partly Cloudy,2021-04-15
843,1:00 PM,70 °F,45 °F,40 %,VAR,5 mph,0 mph,21.60 in,0.0 in,Partly Cloudy,2021-04-15
844,2:00 PM,73 °F,45 °F,36 %,VAR,3 mph,0 mph,21.56 in,0.0 in,Fair,2021-04-15
845,3:00 PM,73 °F,46 °F,38 %,VAR,5 mph,0 mph,21.54 in,0.0 in,Fair,2021-04-15
846,4:00 PM,75 °F,45 °F,34 %,ENE,5 mph,18 mph,21.52 in,0.0 in,Fair,2021-04-15
847,7:00 AM,55 °F,46 °F,72 %,CALM,0 mph,0 mph,21.65 in,0.0 in,Mostly Cloudy,2021-04-16
848,8:00 AM,57 °F,48 °F,72 %,VAR,1 mph,0 mph,21.65 in,0.0 in,Mostly Cloudy,2021-04-16
849,9:00 AM,59 °F,48 °F,67 %,NE,5 mph,0 mph,21.67 in,0.0 in,Mostly Cloudy,2021-04-16
850,10:00 AM,63 °F,50 °F,63 %,VAR,3 mph,0 mph,21.67 in,0.0 in,Mostly Cloudy,2021-04-16
851,11:00 AM,66 °F,50 °F,56 %,NE,10 mph,0 mph,21.65 in,0.0 in,Partly Cloudy,2021-04-16
852,12:00 PM,70 °F,48 °F,46 %,NE,9 mph,0 mph,21.63 in,0.0 in,Partly Cloudy,2021-04-16
853,1:00 PM,72 °F,46 °F,41 %,VAR,2 mph,0 mph,21.58 in,0.0 in,Fair,2021-04-16
854,7:00 AM,54 °F,45 °F,72 %,CALM,0 mph,0 mph,21.67 in,0.0 in,Fair,2021-04-17
855,8:00 AM,57 °F,45 °F,63 %,ENE,3 mph,0 mph,21.69 in,0.0 in,Fair,2021-04-17
856,9:00 AM,61 °F,45 °F,55 %,ENE,5 mph,0 mph,21.69 in,0.0 in,Fair,2021-04-17
857,10:00 AM,64 °F,46 °F,52 %,WNW,5 mph,0 mph,21.67 in,0.0 in,Fair,2021-04-17
858,11:00 AM,68 °F,46 °F,46 %,CALM,0 mph,0 mph,21.67 in,0.0 in,Fair,2021-04-17
859,12:00 PM,70 °F,46 °F,43 %,VAR,3 mph,0 mph,21.63 in,0.0 in,Fair,2021-04-17
860,1:00 PM,73 °F,46 °F,38 %,CALM,0 mph,0 mph,21.60 in,0.0 in,Fair,2021-04-17
861,2:00 PM,73 °F,45 °F,36 %,NW,6 mph,0 mph,21.56 in,0.0 in,Partly Cloudy,2021-04-17
862,3:00 PM,75 °F,45 °F,34 %,VAR,3 mph,0 mph,21.54 in,0.0 in,Fair,2021-04-17
863,7:00 AM,52 °F,45 °F,76 %,NE,3 mph,0 mph,21.67 in,0.0 in,Fair,2021-04-18
864,8:00 AM,57 °F,45 °F,63 %,ENE,3 mph,0 mph,21.67 in,0.0 in,Fair,2021-04-18
865,9:00 AM,61 °F,45 °F,55 %,ENE,2 mph,0 mph,21.67 in,0.0 in,Fair,2021-04-18
866,10:00 AM,64 °F,45 °F,49 %,VAR,5 mph,0 mph,21.67 in,0.0 in,Partly Cloudy,2021-04-18
867,11:00 AM,66 °F,46 °F,49 %,ENE,7 mph,0 mph,21.67 in,0.0 in,Partly Cloudy,2021-04-18
868,12:00 PM,70 °F,46 °F,43 %,VAR,3 mph,0 mph,21.63 in,0.0 in,Mostly Cloudy,2021-04-18
869,1:00 PM,72 °F,45 °F,38 %,VAR,2 mph,0 mph,21.60 in,0.0 in,Mostly Cloudy,2021-04-18
870,7:00 AM,54 °F,43 °F,67 %,VAR,1 mph,0 mph,21.69 in,0.0 in,Partly Cloudy,2021-04-19
871,8:00 AM,57 °F,43 °F,59 %,VAR,1 mph,0 mph,21.71 in,0.0 in,Partly Cloudy,2021-04-19
872,9:00 AM,63 °F,45 °F,52 %,VAR,3 mph,0 mph,21.71 in,0.0 in,Partly Cloudy,2021-04-19
873,10:00 AM,64 °F,45 °F,49 %,NW,5 mph,0 mph,21.69 in,0.0 in,Partly Cloudy,2021-04-19
874,11:00 AM,68 °F,45 °F,43 %,VAR,2 mph,0 mph,21.67 in,0.0 in,Partly Cloudy,2021-04-19
875,12:00 PM,72 °F,45 °F,38 %,VAR,2 mph,0 mph,21.65 in,0.0 in,Partly Cloudy,2021-04-19
876,1:00 PM,73 °F,41 °F,31 %,VAR,5 mph,0 mph,21.63 in,0.0 in,Partly Cloudy,2021-04-19
877,2:00 PM,75 °F,41 °F,29 %,VAR,3 mph,0 mph,21.58 in,0.0 in,Partly Cloudy,2021-04-19
878,3:00 PM,75 °F,41 °F,29 %,VAR,3 mph,0 mph,21.56 in,0.0 in,Fair,2021-04-19
879,7:00 AM,50 °F,43 °F,76 %,NNE,3 mph,0 mph,21.69 in,0.0 in,Mostly Cloudy,2021-04-20
880,8:00 AM,52 °F,45 °F,76 %,ENE,3 mph,0 mph,21.69 in,0.0 in,Mostly Cloudy,2021-04-20
881,9:00 AM,57 °F,45 °F,63 %,CALM,0 mph,0 mph,21.71 in,0.0 in,Mostly Cloudy,2021-04-20
882,10:00 AM,61 °F,45 °F,55 %,ENE,8 mph,0 mph,21.71 in,0.0 in,Mostly Cloudy,2021-04-20
883,11:00 AM,66 °F,46 °F,49 %,VAR,6 mph,0 mph,21.71 in,0.0 in,Partly Cloudy,2021-04-20
884,12:00 PM,64 °F,43 °F,45 %,NNE,7 mph,0 mph,21.69 in,0.0 in,Partly Cloudy,2021-04-20
885,1:00 PM,70 °F,45 °F,40 %,VAR,5 mph,0 mph,21.67 in,0.0 in,Partly Cloudy,2021-04-20
886,2:00 PM,72 °F,43 °F,35 %,VAR,6 mph,0 mph,21.63 in,0.0 in,Fair,2021-04-20
887,3:00 PM,73 °F,43 °F,33 %,VAR,2 mph,0 mph,21.58 in,0.0 in,Fair,2021-04-20
888,7:00 AM,54 °F,43 °F,67 %,CALM,0 mph,0 mph,21.69 in,0.0 in,Fair,2021-04-21
889,8:00 AM,55 °F,45 °F,67 %,VAR,1 mph,0 mph,21.69 in,0.0 in,Fair,2021-04-21
890,9:00 AM,59 °F,43 °F,55 %,VAR,2 mph,0 mph,21.69 in,0.0 in,Fair,2021-04-21
891,10:00 AM,63 °F,43 °F,48 %,VAR,3 mph,0 mph,21.69 in,0.0 in,Fair,2021-04-21
892,11:00 AM,68 °F,45 °F,43 %,VAR,3 mph,0 mph,21.67 in,0.0 in,Fair,2021-04-21
893,12:00 PM,68 °F,43 °F,40 %,VAR,5 mph,0 mph,21.63 in,0.0 in,Fair,2021-04-21
894,1:00 PM,73 °F,43 °F,33 %,VAR,2 mph,0 mph,21.60 in,0.0 in,Fair,2021-04-21
895,6:00 AM,46 °F,43 °F,87 %,CALM,0 mph,0 mph,21.65 in,0.0 in,Fair,2021-04-22
896,7:00 AM,52 °F,43 °F,71 %,,0 mph,0 mph,21.65 in,0.0 in,Fair,2021-04-22
