fecha,IdProducto,mozo,cantidad
6/12/2020,56,puca,2
6/12/2020,57,puca,1
6/12/2020,59,puca,2
6/12/2020,1,rosmery,5
6/12/2020,2,rosmery,2
6/12/2020,6,rosmery,1
6/12/2020,7,rosmery,1
6/12/2020,27,rosmery,1
6/12/2020,29,rosmery,5
6/12/2020,36,rosmery,2
6/12/2020,42,rosmery,1
6/12/2020,44,rosmery,2
6/12/2020,47,rosmery,2
6/12/2020,48,rosmery,3
6/12/2020,51,rosmery,4
6/12/2020,52,rosmery,1
6/12/2020,55,rosmery,1
6/12/2020,56,rosmery,2
6/12/2020,110,rosmery,1
6/12/2020,1,susan,14
6/12/2020,2,susan,2
6/12/2020,6,susan,3
6/12/2020,7,susan,7
6/12/2020,11,susan,4
6/12/2020,27,susan,2
6/12/2020,29,susan,27
6/12/2020,37,susan,1
6/12/2020,38,susan,1
6/12/2020,41,susan,1
6/12/2020,42,susan,14
6/12/2020,44,susan,2
6/12/2020,47,susan,5
6/12/2020,48,susan,1
6/12/2020,51,susan,1
6/12/2020,52,susan,1
6/12/2020,54,susan,1
6/12/2020,55,susan,1
6/12/2020,56,susan,1
6/12/2020,110,susan,1
